customer_id,first_name,last_name,age_group,gender,region,loyalty_tier,registration_date,email_opt_in,is_active
CUST00751,Thomas,Chen,25-34,Prefer not to say,East Midlands,Bronze,2024-04-05,True,True
CUST00752,Aisha,Brown,55-64,Female,London,Bronze,2024-06-07,True,True
CUST00753,David,Thomas,25-34,Male,North West,Bronze,2023-07-24,False,True
CUST00754,Lily,Harris,45-54,Prefer not to say,Yorkshire,Bronze,2024-04-26,True,True
CUST00755,Sarah,Wilson,65+,Prefer not to say,North East,Bronze,2022-11-04,False,False
CUST00756,Isabella,Jones,18-24,Female,East of England,Platinum,2023-10-23,True,True
CUST00757,Thomas,White,65+,Prefer not to say,East of England,Silver,2023-08-03,True,True
CUST00758,Oliver,White,25-34,Prefer not to say,London,Bronze,2024-01-21,True,True
CUST00759,Ella,Singh,45-54,Prefer not to say,North East,Bronze,2022-02-24,True,True
CUST00760,George,Walker,65+,Male,Yorkshire,Silver,2023-10-17,True,True
CUST00761,Mohammed,Harris,35-44,Prefer not to say,West Midlands,Bronze,2024-06-12,True,False
CUST00762,Alfie,Jackson,35-44,Female,South West,Gold,2022-01-14,True,True
CUST00763,Mia,Walker,55-64,Prefer not to say,West Midlands,Platinum,2022-06-08,True,True
CUST00764,Jacob,Thomas,18-24,Female,South East,Silver,2022-03-20,True,True
CUST00765,Aisha,Lewis,65+,Female,London,Gold,2023-09-04,True,True
CUST00766,Freddie,Wood,35-44,Male,London,Platinum,2023-12-12,False,True
CUST00767,Jacob,Brown,18-24,Female,Yorkshire,Bronze,2024-03-13,True,True
CUST00768,Jack,Hussain,18-24,Female,London,Bronze,2023-11-07,True,True
CUST00769,Jacob,Robinson,55-64,Male,London,Bronze,2024-03-12,True,True
CUST00770,Ella,Patel,35-44,Male,North West,Gold,2024-02-04,True,True
CUST00771,Charlie,Smith,55-64,Male,Yorkshire,Platinum,2022-03-11,True,False
CUST00772,James,Evans,25-34,Prefer not to say,North West,Silver,2023-07-05,True,True
CUST00773,Amelia,Patel,45-54,Female,London,Bronze,2022-04-20,True,True
CUST00774,Jacob,Ahmed,18-24,Prefer not to say,London,Gold,2022-11-18,True,True
CUST00775,Noah,Martin,45-54,Male,South West,Silver,2022-02-11,True,True
CUST00776,Jessica,Wood,55-64,Female,South East,Gold,2024-05-11,True,False
CUST00777,Sarah,Singh,25-34,Male,Wales,Silver,2024-05-11,True,True
CUST00778,Noah,Wilson,25-34,Female,South West,Silver,2023-06-20,True,True
CUST00779,George,Singh,25-34,Female,London,Gold,2022-06-22,False,True
CUST00780,Thomas,Sharma,35-44,Prefer not to say,Yorkshire,Silver,2024-05-08,False,True
CUST00781,Daniel,Sharma,55-64,Female,London,Silver,2023-11-14,True,True
CUST00782,Mia,Thomas,18-24,Male,Yorkshire,Gold,2023-05-25,False,True
CUST00783,Sofia,Martin,25-34,Female,West Midlands,Bronze,2022-07-03,True,True
CUST00784,Michael,Ahmed,25-34,Female,West Midlands,Silver,2023-06-17,True,True
CUST00785,Oliver,Williams,45-54,Male,South West,Bronze,2024-04-08,False,True
CUST00786,Harry,Lewis,55-64,Prefer not to say,North West,Bronze,2022-02-06,True,True
CUST00787,Lily,Ali,45-54,Male,East Midlands,Silver,2022-05-18,False,True
CUST00788,Olivia,Taylor,45-54,Female,East of England,Platinum,2024-05-24,True,True
CUST00789,Mohammed,Taylor,18-24,Prefer not to say,London,Gold,2022-10-19,True,True
CUST00790,Oliver,Clark,45-54,Male,South West,Platinum,2023-08-21,False,True
CUST00791,Isabella,Thompson,25-34,Prefer not to say,South East,Bronze,2023-11-09,True,False
CUST00792,Aisha,Johnson,18-24,Prefer not to say,South East,Silver,2022-04-28,False,True
CUST00793,Ella,Jones,65+,Female,East Midlands,Platinum,2023-03-08,False,True
CUST00794,Charlie,Sharma,18-24,Prefer not to say,West Midlands,Bronze,2022-11-27,True,True
CUST00795,Rahul,Lee,25-34,Female,West Midlands,Platinum,2022-11-03,True,False
CUST00796,Ava,Jackson,35-44,Male,South East,Silver,2023-07-03,True,True
CUST00797,Charlie,Clark,35-44,Male,East Midlands,Silver,2022-04-05,False,True
CUST00798,George,Harris,55-64,Female,South West,Silver,2024-03-25,True,True
CUST00799,David,Lewis,18-24,Prefer not to say,Yorkshire,Gold,2022-09-15,False,True
CUST00800,David,Watson,65+,Prefer not to say,North West,Gold,2024-04-23,False,False
CUST00801,Jack,Walker,35-44,Female,London,Bronze,2024-01-15,True,False
CUST00802,Mohammed,Brown,65+,Male,North West,Bronze,2023-02-25,True,True
CUST00803,Isabella,Khan,25-34,Male,London,Bronze,2022-09-20,True,True
CUST00804,Thomas,Lee,65+,Male,London,Bronze,2023-07-28,True,True
CUST00805,Ella,Lewis,65+,Male,Scotland,Silver,2024-04-02,True,True
CUST00806,Mohammed,Harris,18-24,Female,North East,Silver,2022-03-27,True,True
CUST00807,Alfie,Thompson,18-24,Prefer not to say,Yorkshire,Platinum,2024-05-09,True,True
CUST00808,Isabella,Wilson,35-44,Female,North West,Silver,2022-04-03,True,False
CUST00809,Freddie,Evans,25-34,Male,Scotland,Bronze,2022-08-12,True,False
CUST00810,Michael,Singh,65+,Male,South East,Bronze,2022-02-27,True,False
CUST00811,Freddie,Singh,45-54,Prefer not to say,South East,Bronze,2024-06-19,True,False
CUST00812,Jack,Thompson,35-44,Prefer not to say,South West,Silver,2023-11-10,True,False
CUST00813,Jacob,Thompson,45-54,Female,London,Platinum,2023-12-03,True,True
CUST00814,Isabella,Harris,25-34,Male,North East,Silver,2024-04-22,False,True
CUST00815,Noah,Sharma,45-54,Prefer not to say,South West,Gold,2022-10-08,False,False
CUST00816,Charlie,Johnson,65+,Female,East of England,Bronze,2024-04-19,True,True
CUST00817,Jack,Lewis,65+,Female,North West,Bronze,2022-01-29,False,True
CUST00818,Mohammed,Davies,18-24,Male,South East,Silver,2022-11-09,True,False
CUST00819,Emily,Martin,45-54,Female,North West,Bronze,2023-12-04,True,True
CUST00820,Mohammed,Jackson,25-34,Male,South West,Bronze,2024-04-26,False,False
CUST00821,Mia,Jones,18-24,Prefer not to say,West Midlands,Silver,2023-08-08,True,False
CUST00822,Sophia,Johnson,18-24,Female,West Midlands,Silver,2022-07-23,True,True
CUST00823,Olivia,Wilson,18-24,Prefer not to say,East of England,Gold,2023-01-12,False,False
CUST00824,Jacob,Wood,65+,Male,London,Gold,2023-05-22,True,True
CUST00825,Sofia,Thomas,45-54,Male,East Midlands,Platinum,2023-05-22,True,True
CUST00826,Emily,Lewis,45-54,Male,London,Platinum,2022-07-13,True,True
CUST00827,Rahul,Ahmed,18-24,Male,East of England,Gold,2022-09-12,False,True
CUST00828,Sofia,Lee,65+,Prefer not to say,South East,Bronze,2024-01-01,True,True
CUST00829,Sarah,Patel,55-64,Prefer not to say,Scotland,Silver,2022-08-29,True,True
CUST00830,Sofia,Harris,45-54,Prefer not to say,South West,Platinum,2023-06-01,True,True
CUST00831,Olivia,Sharma,35-44,Female,London,Bronze,2022-09-24,False,True
CUST00832,Mohammed,Williams,25-34,Female,North West,Gold,2022-04-30,True,False
CUST00833,Sophia,White,55-64,Female,South West,Bronze,2022-10-17,False,True
CUST00834,Jessica,Taylor,25-34,Male,London,Bronze,2022-06-04,False,True
CUST00835,David,Lee,18-24,Female,London,Bronze,2023-12-24,False,True
CUST00836,Freddie,Wilson,35-44,Male,London,Bronze,2022-04-26,True,True
CUST00837,Ella,Robinson,55-64,Male,East of England,Silver,2024-04-22,False,False
CUST00838,Michael,Evans,35-44,Male,South East,Platinum,2022-09-10,True,True
CUST00839,Charlie,Martin,25-34,Male,London,Gold,2023-08-28,False,True
CUST00840,James,Clark,18-24,Prefer not to say,West Midlands,Silver,2022-10-03,True,True
CUST00841,Grace,Martin,18-24,Prefer not to say,London,Platinum,2022-02-19,False,True
CUST00842,Amelia,Thompson,45-54,Male,London,Bronze,2022-09-19,False,True
CUST00843,Freddie,Wilson,35-44,Female,North West,Silver,2022-10-19,True,False
CUST00844,Alfie,Patel,65+,Male,North West,Silver,2023-09-10,False,True
CUST00845,Sarah,Watson,55-64,Prefer not to say,South West,Gold,2023-02-02,True,True
CUST00846,Thomas,Davies,18-24,Prefer not to say,South East,Silver,2023-03-21,True,True
CUST00847,Freddie,Sharma,55-64,Prefer not to say,West Midlands,Bronze,2024-01-01,False,True
CUST00848,Sarah,Harris,25-34,Male,West Midlands,Bronze,2024-03-31,True,True
CUST00849,Jack,Brown,18-24,Prefer not to say,London,Bronze,2022-10-30,True,True
CUST00850,Sophia,Patel,35-44,Prefer not to say,London,Silver,2024-01-08,True,True
CUST00851,Amelia,Lewis,45-54,Male,London,Gold,2023-04-19,True,True
CUST00852,David,Kim,55-64,Female,South East,Gold,2024-01-12,True,True
CUST00853,Sophia,Evans,45-54,Prefer not to say,London,Bronze,2022-03-22,True,True
CUST00854,David,Khan,65+,Prefer not to say,East Midlands,Silver,2023-05-04,True,True
CUST00855,Daniel,Harris,18-24,Male,London,Bronze,2023-12-08,True,True
CUST00856,Oliver,Robinson,45-54,Prefer not to say,London,Bronze,2022-07-12,True,True
CUST00857,David,Roberts,45-54,Female,London,Bronze,2024-02-28,True,True
CUST00858,Michael,Hussain,18-24,Female,East Midlands,Bronze,2023-04-01,False,True
CUST00859,Charlie,Lee,45-54,Female,Yorkshire,Silver,2022-01-09,True,True
CUST00860,Michael,Sharma,25-34,Prefer not to say,London,Bronze,2023-02-14,True,True
CUST00861,Emily,Hussain,18-24,Female,West Midlands,Silver,2022-10-02,False,True
CUST00862,Olivia,Jackson,65+,Male,East of England,Bronze,2022-01-22,True,True
CUST00863,Aisha,Ahmed,25-34,Female,Yorkshire,Bronze,2023-12-03,False,False
CUST00864,Rahul,Hussain,25-34,Prefer not to say,London,Silver,2023-11-21,True,True
CUST00865,Amelia,Walker,25-34,Prefer not to say,East of England,Gold,2022-05-13,False,True
CUST00866,Jack,Jones,35-44,Female,South East,Bronze,2022-08-03,True,True
CUST00867,Thomas,Wilson,55-64,Male,London,Bronze,2022-12-12,True,False
CUST00868,Priya,Williams,55-64,Female,North East,Gold,2024-03-14,True,True
CUST00869,David,Wilson,18-24,Prefer not to say,East Midlands,Gold,2023-03-25,True,False
CUST00870,Charlie,Johnson,65+,Male,North West,Gold,2022-02-12,True,True
CUST00871,Jessica,Sharma,65+,Male,London,Bronze,2023-12-27,True,True
CUST00872,Jessica,Chen,18-24,Male,North West,Silver,2022-07-26,True,True
CUST00873,Ella,Singh,65+,Female,South East,Silver,2022-03-29,True,True
CUST00874,Emily,Wood,25-34,Female,South West,Bronze,2023-06-27,False,False
CUST00875,Rahul,Jones,45-54,Male,Yorkshire,Silver,2023-06-13,True,True
CUST00876,Daniel,Johnson,45-54,Male,South West,Bronze,2022-11-19,True,False
CUST00877,Grace,Chen,45-54,Prefer not to say,Yorkshire,Gold,2022-03-01,True,False
CUST00878,Ella,Roberts,65+,Female,South West,Bronze,2022-01-09,False,True
CUST00879,Daniel,Walker,35-44,Male,London,Bronze,2024-04-11,True,True
CUST00880,Grace,Robinson,18-24,Prefer not to say,East Midlands,Silver,2023-07-08,True,True
CUST00881,Sophia,Thompson,35-44,Prefer not to say,South West,Silver,2024-03-26,True,False
CUST00882,Priya,Wilson,18-24,Prefer not to say,Scotland,Bronze,2022-09-23,True,True
CUST00883,Mia,Patel,35-44,Female,West Midlands,Gold,2022-08-30,True,True
CUST00884,Isabella,Evans,35-44,Prefer not to say,East Midlands,Gold,2023-06-17,True,True
CUST00885,Thomas,Chen,18-24,Male,London,Gold,2022-05-31,False,True
CUST00886,Rahul,Khan,55-64,Prefer not to say,East of England,Bronze,2022-03-21,True,True
CUST00887,Thomas,Kim,65+,Female,Yorkshire,Bronze,2023-10-14,True,True
CUST00888,Michael,Ahmed,25-34,Prefer not to say,East of England,Silver,2022-05-11,True,True
CUST00889,Olivia,Singh,18-24,Prefer not to say,North West,Bronze,2022-02-03,True,True
CUST00890,Freddie,Wilson,35-44,Female,Wales,Bronze,2022-02-11,False,True
CUST00891,Freddie,Chen,18-24,Female,North East,Bronze,2022-05-27,False,True
CUST00892,Priya,Brown,18-24,Female,East of England,Bronze,2023-07-15,False,False
CUST00893,Sofia,Hussain,65+,Prefer not to say,London,Bronze,2024-03-11,False,True
CUST00894,Jessica,Roberts,65+,Female,London,Silver,2023-11-15,False,True
CUST00895,Aisha,Williams,65+,Female,Yorkshire,Silver,2023-02-09,True,True
CUST00896,Lily,Wilson,65+,Prefer not to say,London,Platinum,2023-08-09,True,False
CUST00897,Isla,Hussain,55-64,Male,London,Platinum,2023-06-19,True,False
CUST00898,Ava,Thompson,65+,Prefer not to say,South West,Gold,2022-10-09,True,True
CUST00899,Michael,Jones,35-44,Female,London,Bronze,2022-02-16,True,True
CUST00900,Jacob,Evans,55-64,Male,South East,Bronze,2022-04-04,True,True
CUST00901,Olivia,Taylor,55-64,Female,London,Silver,2023-02-22,True,True
CUST00902,Freddie,Chen,35-44,Female,South West,Gold,2022-11-24,True,True
CUST00903,Isabella,Sharma,55-64,Prefer not to say,South West,Bronze,2022-09-03,True,True
CUST00904,Emily,Brown,45-54,Male,South West,Bronze,2023-07-21,True,True
CUST00905,Charlie,Thompson,55-64,Prefer not to say,North West,Bronze,2023-08-24,False,True
CUST00906,Ava,Roberts,35-44,Prefer not to say,Wales,Gold,2024-05-16,False,False
CUST00907,Jessica,Williams,18-24,Female,Scotland,Silver,2023-07-23,True,True
CUST00908,Ella,White,65+,Female,Wales,Gold,2023-05-09,True,True
CUST00909,Grace,Williams,25-34,Prefer not to say,East of England,Bronze,2023-06-07,True,True
CUST00910,Alfie,Watson,45-54,Male,West Midlands,Platinum,2022-05-06,True,False
CUST00911,Sophia,Kim,35-44,Male,West Midlands,Bronze,2022-12-17,True,True
CUST00912,Aisha,Jones,65+,Male,West Midlands,Bronze,2023-09-06,False,True
CUST00913,Amelia,Chen,55-64,Prefer not to say,Yorkshire,Gold,2022-01-10,True,True
CUST00914,George,Jones,65+,Female,West Midlands,Bronze,2023-10-27,False,False
CUST00915,Sofia,Lewis,65+,Male,London,Bronze,2023-01-02,True,True
CUST00916,Oliver,Watson,65+,Prefer not to say,South East,Bronze,2022-08-15,True,True
CUST00917,Mia,Sharma,35-44,Male,South East,Gold,2022-08-15,True,True
CUST00918,Daniel,Wilson,35-44,Prefer not to say,East of England,Bronze,2024-04-20,True,True
CUST00919,Amelia,Brown,55-64,Male,Yorkshire,Bronze,2023-08-03,True,False
CUST00920,Ella,Walker,65+,Male,Wales,Silver,2024-01-17,True,True
CUST00921,James,Lee,65+,Prefer not to say,Scotland,Bronze,2023-04-10,True,True
CUST00922,Ella,Wilson,65+,Prefer not to say,East of England,Bronze,2023-02-21,True,False
CUST00923,Jack,Watson,45-54,Prefer not to say,South West,Bronze,2022-08-18,True,True
CUST00924,Oliver,Wood,65+,Female,Scotland,Gold,2023-08-09,True,True
CUST00925,George,Evans,18-24,Female,South West,Bronze,2022-11-15,True,False
CUST00926,Charlie,Hussain,25-34,Female,North West,Gold,2022-09-11,True,False
CUST00927,Jessica,Evans,65+,Female,East Midlands,Bronze,2024-03-05,True,False
CUST00928,Mohammed,Brown,25-34,Male,North East,Bronze,2023-01-22,True,True
CUST00929,George,Evans,65+,Male,East Midlands,Bronze,2023-03-19,False,True
CUST00930,Emily,Wood,55-64,Prefer not to say,West Midlands,Silver,2023-09-25,False,True
CUST00931,Charlie,Clark,65+,Prefer not to say,North West,Silver,2023-09-28,True,True
CUST00932,Charlie,Smith,55-64,Prefer not to say,London,Gold,2022-04-21,True,False
CUST00933,Sophia,Patel,45-54,Female,Yorkshire,Bronze,2022-05-10,True,True
CUST00934,Jack,Thomas,35-44,Prefer not to say,South West,Platinum,2022-02-15,True,True
CUST00935,Freddie,Roberts,45-54,Female,East Midlands,Bronze,2023-07-09,True,True
CUST00936,Freddie,Taylor,25-34,Prefer not to say,North West,Silver,2023-11-05,True,True
CUST00937,Isla,Walker,18-24,Female,London,Silver,2022-07-20,False,True
CUST00938,Aisha,Harris,45-54,Female,London,Silver,2022-12-06,True,True
CUST00939,Mia,Wood,45-54,Prefer not to say,London,Silver,2022-01-04,True,True
CUST00940,Ava,Khan,25-34,Male,South East,Bronze,2023-01-20,True,True
CUST00941,Grace,Kim,25-34,Prefer not to say,East Midlands,Gold,2022-05-26,True,False
CUST00942,Isla,Jackson,25-34,Male,North East,Silver,2022-07-23,True,False
CUST00943,Amelia,Walker,18-24,Male,North West,Gold,2022-09-09,True,False
CUST00944,Sofia,Wilson,35-44,Male,South East,Bronze,2022-05-21,True,True
CUST00945,Thomas,Brown,18-24,Male,North East,Bronze,2023-06-24,True,True
CUST00946,Rahul,Martin,55-64,Female,Wales,Bronze,2023-01-23,True,True
CUST00947,Isla,Jackson,25-34,Female,South East,Silver,2023-08-25,True,False
CUST00948,Michael,Robinson,65+,Male,North West,Gold,2024-05-21,True,True
CUST00949,Rahul,Sharma,55-64,Female,London,Silver,2023-02-02,False,True
CUST00950,Sarah,Watson,55-64,Female,West Midlands,Gold,2023-05-22,True,True
CUST00951,Jessica,Thompson,45-54,Male,South East,Gold,2022-07-27,True,False
CUST00952,Sophia,Davies,25-34,Male,South East,Silver,2023-01-19,True,True
CUST00953,Aisha,Lee,45-54,Female,South West,Bronze,2023-04-22,False,True
CUST00954,Oliver,Lewis,45-54,Male,South East,Bronze,2023-01-27,True,True
CUST00955,Noah,Watson,25-34,Male,London,Bronze,2023-05-29,True,True
CUST00956,Aisha,White,35-44,Prefer not to say,North West,Silver,2023-11-23,True,True
CUST00957,Alfie,White,18-24,Female,South East,Bronze,2023-09-11,False,False
CUST00958,James,Hussain,65+,Prefer not to say,Wales,Platinum,2024-04-21,False,True
CUST00959,Ava,Hussain,25-34,Prefer not to say,East Midlands,Silver,2024-01-11,False,True
CUST00960,Aisha,Davies,35-44,Male,South West,Platinum,2023-04-18,False,True
CUST00961,Oliver,Singh,25-34,Prefer not to say,North West,Bronze,2023-04-06,True,True
CUST00962,Priya,Clark,25-34,Female,South West,Gold,2023-11-06,True,True
CUST00963,Harry,Thomas,25-34,Female,East Midlands,Gold,2022-01-24,False,False
CUST00964,Daniel,Brown,55-64,Female,London,Bronze,2022-07-29,False,True
CUST00965,Noah,Johnson,18-24,Prefer not to say,East Midlands,Bronze,2022-11-08,False,True
CUST00966,George,Ali,35-44,Male,South East,Silver,2022-07-23,True,True
CUST00967,James,Johnson,35-44,Female,South West,Platinum,2023-01-13,True,True
CUST00968,George,Ali,25-34,Male,North West,Bronze,2023-05-05,False,True
CUST00969,Lily,Walker,55-64,Prefer not to say,West Midlands,Bronze,2023-08-12,True,False
CUST00970,George,Khan,55-64,Male,East of England,Gold,2023-04-02,False,True
CUST00971,Harry,Davies,35-44,Prefer not to say,North East,Silver,2023-08-13,True,True
CUST00972,Amelia,Chen,25-34,Male,North East,Silver,2024-04-23,False,True
CUST00973,Amelia,Evans,45-54,Prefer not to say,Scotland,Bronze,2023-11-06,True,True
CUST00974,Grace,Brown,65+,Prefer not to say,Yorkshire,Bronze,2023-10-06,False,True
CUST00975,Jacob,Singh,18-24,Male,East of England,Gold,2024-02-20,False,True
CUST00976,Ava,Williams,45-54,Male,London,Silver,2022-09-16,False,True
CUST00977,Daniel,Walker,45-54,Male,London,Bronze,2024-02-03,True,True
CUST00978,David,Sharma,45-54,Male,London,Silver,2024-02-06,False,True
CUST00979,Ella,Johnson,25-34,Male,East Midlands,Bronze,2024-04-20,True,True
CUST00980,Olivia,Brown,65+,Male,West Midlands,Bronze,2023-02-05,True,True
CUST00981,Harry,Robinson,45-54,Prefer not to say,London,Silver,2024-01-02,True,True
CUST00982,Jessica,Taylor,55-64,Male,London,Bronze,2022-11-12,True,False
CUST00983,Isabella,Walker,18-24,Male,South West,Platinum,2023-01-19,True,False
CUST00984,George,Wood,18-24,Prefer not to say,London,Bronze,2023-11-28,False,True
CUST00985,Mohammed,Martin,55-64,Prefer not to say,London,Bronze,2024-04-15,False,False
CUST00986,Mia,Robinson,18-24,Female,South East,Bronze,2022-05-04,True,True
CUST00987,David,Wood,18-24,Prefer not to say,North West,Silver,2022-08-06,True,True
CUST00988,Emily,Harris,55-64,Female,Wales,Bronze,2022-08-12,True,True
CUST00989,Mohammed,Ali,65+,Prefer not to say,London,Bronze,2022-04-08,True,False
CUST00990,Sarah,Brown,35-44,Male,East Midlands,Silver,2023-11-14,False,True
CUST00991,Mia,Smith,25-34,Male,West Midlands,Gold,2024-01-30,True,True
CUST00992,Isabella,Davies,18-24,Male,South West,Bronze,2023-03-15,True,True
CUST00993,Harry,Thompson,65+,Prefer not to say,Wales,Bronze,2023-10-20,True,True
CUST00994,Harry,Chen,65+,Female,Yorkshire,Bronze,2022-11-22,True,True
CUST00995,Jack,Thompson,65+,Prefer not to say,Yorkshire,Silver,2022-07-30,False,True
CUST00996,Jessica,Smith,18-24,Female,London,Bronze,2022-07-07,True,False
CUST00997,Noah,Lewis,55-64,Prefer not to say,North West,Platinum,2022-05-09,True,True
CUST00998,David,Harris,25-34,Prefer not to say,London,Bronze,2023-03-13,True,True
CUST00999,Jessica,Walker,35-44,Female,London,Platinum,2023-08-14,False,True
CUST01000,Jessica,Lee,55-64,Prefer not to say,Yorkshire,Gold,2023-04-28,False,True
CUST01001,Thomas,Davies,35-44,Prefer not to say,East of England,Silver,2023-01-26,True,True
CUST01002,Lily,Ahmed,35-44,Female,East Midlands,Silver,2023-04-20,True,True
CUST01003,Isla,Roberts,25-34,Male,London,Silver,2023-04-26,True,True
CUST01004,Daniel,Singh,45-54,Female,South East,Platinum,2023-03-02,True,True
CUST01005,Jacob,Ali,55-64,Male,London,Bronze,2022-02-09,True,True
CUST01006,Priya,Sharma,65+,Prefer not to say,South East,Bronze,2024-02-09,False,False
CUST01007,Isabella,Thompson,45-54,Male,Scotland,Bronze,2024-01-24,True,True
CUST01008,Freddie,White,55-64,Female,Scotland,Bronze,2023-10-23,True,True
CUST01009,Olivia,Smith,18-24,Male,West Midlands,Gold,2023-11-10,False,True
CUST01010,Isla,Lee,25-34,Female,South East,Bronze,2022-03-24,False,True
CUST01011,Emily,Davies,18-24,Prefer not to say,East Midlands,Gold,2024-01-22,True,True
CUST01012,Daniel,Harris,18-24,Male,North West,Bronze,2022-08-03,True,True
CUST01013,Emily,Jackson,65+,Female,London,Bronze,2023-03-04,True,True
CUST01014,Jacob,Kim,55-64,Male,London,Bronze,2022-07-06,True,True
CUST01015,Sophia,Chen,45-54,Prefer not to say,North East,Bronze,2022-07-16,True,True
CUST01016,Sofia,Wilson,35-44,Male,South East,Silver,2022-03-29,False,True
CUST01017,Charlie,Smith,18-24,Female,Yorkshire,Bronze,2024-02-18,True,True
CUST01018,James,Ali,55-64,Prefer not to say,Wales,Gold,2023-06-19,False,True
CUST01019,Thomas,Clark,35-44,Prefer not to say,North East,Platinum,2022-12-12,True,False
CUST01020,Daniel,Ali,55-64,Male,Wales,Gold,2023-11-13,True,True
CUST01021,Daniel,Thomas,18-24,Prefer not to say,London,Silver,2024-06-10,True,True
CUST01022,Sarah,Chen,65+,Male,London,Silver,2023-09-26,True,True
CUST01023,Harry,Martin,65+,Female,South East,Silver,2023-01-04,True,True
CUST01024,Charlie,Ali,35-44,Prefer not to say,London,Bronze,2023-05-03,True,True
CUST01025,Noah,Harris,65+,Prefer not to say,Wales,Silver,2024-03-26,False,False
CUST01026,Isabella,Thompson,25-34,Male,Yorkshire,Silver,2023-05-09,True,True
CUST01027,Oliver,Johnson,35-44,Female,Yorkshire,Bronze,2024-01-03,True,True
CUST01028,Jacob,Thomas,55-64,Prefer not to say,Yorkshire,Bronze,2023-11-18,True,False
CUST01029,George,Clark,45-54,Prefer not to say,Yorkshire,Silver,2023-08-13,False,True
CUST01030,Sophia,Wilson,35-44,Male,London,Bronze,2022-08-17,True,True
CUST01031,Rahul,Thomas,35-44,Female,East Midlands,Bronze,2022-04-29,True,True
CUST01032,Sofia,Lee,35-44,Female,North West,Platinum,2022-07-14,True,True
CUST01033,Mia,Evans,45-54,Male,East of England,Silver,2023-09-09,True,True
CUST01034,Mia,Sharma,65+,Female,London,Bronze,2022-10-31,True,True
CUST01035,Jacob,Watson,65+,Prefer not to say,East of England,Gold,2022-11-13,False,True
CUST01036,Jack,Clark,25-34,Prefer not to say,London,Silver,2023-01-21,True,True
CUST01037,Amelia,Sharma,65+,Female,South East,Gold,2022-02-23,True,False
CUST01038,Daniel,Clark,45-54,Prefer not to say,East of England,Bronze,2023-07-16,False,True
CUST01039,Grace,Jackson,65+,Male,Yorkshire,Silver,2023-06-25,True,True
CUST01040,Jack,Harris,45-54,Prefer not to say,London,Bronze,2024-02-10,False,True
CUST01041,Ava,Robinson,65+,Male,Yorkshire,Bronze,2022-05-29,True,True
CUST01042,Freddie,Ali,45-54,Prefer not to say,North West,Gold,2024-05-29,True,True
CUST01043,Amelia,Taylor,18-24,Prefer not to say,West Midlands,Silver,2023-05-01,True,True
CUST01044,Isabella,Williams,18-24,Male,South West,Bronze,2023-02-18,True,True
CUST01045,Noah,Ahmed,65+,Female,South East,Silver,2023-01-20,True,True
CUST01046,Noah,Wilson,45-54,Prefer not to say,West Midlands,Silver,2022-04-30,True,True
CUST01047,Sarah,Watson,65+,Prefer not to say,London,Silver,2023-08-10,False,True
CUST01048,Thomas,Harris,55-64,Male,London,Bronze,2023-10-23,True,True
CUST01049,Oliver,Khan,55-64,Prefer not to say,North West,Silver,2023-12-19,True,True
CUST01050,Jacob,Robinson,65+,Male,London,Silver,2023-08-22,True,True
CUST01051,Mohammed,Wilson,18-24,Male,East Midlands,Silver,2023-04-03,True,True
CUST01052,Harry,Davies,18-24,Prefer not to say,South East,Platinum,2024-05-21,True,True
CUST01053,James,Thompson,35-44,Male,Scotland,Silver,2023-11-05,True,True
CUST01054,Alfie,Sharma,65+,Female,East of England,Platinum,2023-04-01,True,True
CUST01055,Ava,Evans,65+,Male,South East,Bronze,2023-06-07,True,False
CUST01056,Alfie,Robinson,55-64,Female,South East,Silver,2022-08-09,False,True
CUST01057,Sophia,Ali,65+,Male,South West,Bronze,2022-09-19,True,True
CUST01058,Freddie,Robinson,18-24,Prefer not to say,Yorkshire,Platinum,2023-12-13,True,True
CUST01059,Olivia,Chen,25-34,Female,Wales,Bronze,2023-08-01,True,False
CUST01060,George,Watson,18-24,Prefer not to say,London,Silver,2022-09-11,True,True
CUST01061,Rahul,Clark,35-44,Male,North West,Bronze,2022-04-02,True,True
CUST01062,Sofia,Evans,18-24,Male,East of England,Gold,2022-08-16,False,True
CUST01063,Grace,Watson,55-64,Male,North East,Bronze,2022-12-24,False,True
CUST01064,Daniel,Hussain,55-64,Male,South East,Silver,2024-04-05,True,True
CUST01065,Sofia,Watson,18-24,Prefer not to say,West Midlands,Bronze,2022-05-27,True,True
CUST01066,David,Lewis,45-54,Female,North West,Silver,2023-03-05,True,False
CUST01067,Mia,Harris,65+,Male,Scotland,Bronze,2023-06-18,True,False
CUST01068,Noah,Brown,65+,Male,Scotland,Bronze,2023-10-12,True,True
CUST01069,Michael,Smith,45-54,Prefer not to say,East of England,Silver,2022-10-20,False,True
CUST01070,Jacob,Khan,18-24,Prefer not to say,London,Gold,2023-12-03,True,True
CUST01071,Priya,Thompson,65+,Prefer not to say,Scotland,Gold,2023-12-21,True,True
CUST01072,Mia,Lewis,18-24,Female,North West,Silver,2022-06-22,True,True
CUST01073,Olivia,Singh,18-24,Female,North East,Bronze,2023-01-24,True,True
CUST01074,Grace,White,25-34,Male,Yorkshire,Silver,2023-05-10,True,False
CUST01075,Harry,Ahmed,55-64,Female,London,Bronze,2023-10-21,False,True
CUST01076,Charlie,Smith,35-44,Prefer not to say,London,Bronze,2022-12-29,True,True
